TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString
org.apache.commons.cli.CommandLine,default,LINE;BRANCH,1,BUDGET,65,0.3,2,50,197,77199,1774214723422,0.9642857142857143,01111111111111111111111000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111,0.9734513274336283,01111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111011
